,Titles,Brands,Prices,Stars,Ratings,Review_Words
1129,"Sony DREX14VP/PNK Earbud Headset for iPod, iPhone and Smartphones (Pink)",Sony,14.99,3.9,160.0,"['sound quality', 'volume control', 'earbuds', 'play pause', 'closer to my mouth', 'turn up the volume', 'belly button', 'pretty good', 'quality is good', 'fit in my ear', 'phone calls', 'stopped working']"
1130,Bang & Olufsen Beoplay E8 2.0 Truly Wireless Bluetooth Earbuds and Charging Case - Indigo Blue with Wireless Charging Pad,Bang & Olufsen,344.78,,0.0,['No Review']
1131,"Samsung Galaxy Buds+ Plus, True Wireless Earbuds w/Improved Battery and Call Quality (Wireless Charging Case Included), White – US Version & Wireless Charger Duo Pad, Fast Charge 2.0 - Black",SAMSUNG,,,0.0,['No Review']
1132,"Sony H.ear in Wireless Headphone, Black (MDREX750BT/B)",Sony,,4.0,179.0,"['sound quality', 'battery life', 'around your neck', 'really nice', 'bluetooth headset', 'life is not as good', 'great sound', 'sound quality is good', 'sound great', 'earbuds', 'mdr-ex', 'wireless', 'sounds', 'hear']"
1133,"Sony MDRXB80BS/B Premium, Wireless, in-Ear, Sports Headphone, Black",Sony,,3.7,422.0,"['sound quality', 'battery life', 'power button', 'extra bass', 'stopped working', 'great sound', 'stay in place', 'stay in my ears', 'arc supporters', 'outside noise', 'mids and highs', 'months ago', 'stay put']"
1134,"Sony Wireless Bluetooth In Ear Headphones: Noise Cancelling Sports Workout Ear Buds for Exercise and Running - Cordless, Sweatproof Sport Earphones, Built-In Microphone, EXTRA BASS –Black WF-SP700N/B",Sony,88.0,3.4,657.0,"['battery life', 'sound quality', 'noise cancelling', 'noise cancellation', 'charging case', 'ambient sound', 'true wireless', 'great sound', 'truly wireless', 'wireless earbuds', 'left ear', 'bose soundsport']"
1135,Panasonic Noise Canceling True Wireless Earbuds (Silver) EAH-AZ70W-S【Japan Domestic Genuine Products】【Ships from Japan】,Panasonic,,,0.0,['No Review']
1136,Jabra 100-97500011-02 Sport Coach Special Edition Wireless Bluetooth Stereo Earbuds (U.S. Retail Packaging),Jabra,59.89,3.1,110.0,"['battery life', 'sound quality', 'stopped working', 'wireless headphones', 'earbuds', 'sport coach', 'stay in place', 'bluetooth connection', 'noise cancelling', 'worth the money', 'listen to music', 'outside world']"
1137,"Monster Adidas Originals Performance Response Earbud Headphones, Purple",Monster,19.99,3.4,64.0,['No Review']
1138,"Shure SE535 Wireless Earphones with Bluetooth 5.0, Sound Isolating, Limited Edition Red",Shure,,4.3,64.0,"['sound quality', 'battery life', 'noise cancelling', 'ear canal', 'bass response', 'triple flange', 'noise isolation', 'earbud', 'bluetooth cable', 'frequency response', 'find them very comfortable', 'wireless earbuds']"
1139,"Skullcandy Ink'd Bluetooth Wireless Earbuds with Microphone, Noise Isolating Supreme Sound, 8-Hour Rechargeable Battery, Lightweight with Flexible Collar, Black (Renewed)",Amazon Renewed,16.99,4.4,66.0,['No Review']
1140,Shure EAC46CLS 46-Inch Clear Detachable Earphone Cable with Silver MMCX Connection for SE846 Earphones,Shure,,4.0,121.0,"['memory wire', 'original cable', 'great quality', 'new set', 'works perfectly', 'works well', 'replacement cable', 'bought a replacement', 'cables', 'length', 'inch', 'connection', 'earphones', 'earbud', 'shorter', 'cord', 'iem']"
1141,Pioneer SE-CL6BT-B in-Ear Sport Headphones with Bluetooth & Inline Remote,Pioneer,79.18,3.7,19.0,['No Review']
1142,JVC HAFX39BTP Marshmallow Wireless in-Ear Headphones Pink/New,JVC,,3.4,12.0,['No Review']
1143,Shure SE425-CL Sound Isolating Earphones with Dual High Definition MicroDrivers,Shure,259.99,4.4,200.0,"['sound quality', 'low end', 'foam tips', 'much better', 'ear canal', 'bass response', 'sound isolation', 'earbuds', 'sound great', 'mid range', 'good seal', 'many years', 'in-ear headphones', 'around your ear']"
1144,Samsung EHS64AVFWE 3.5mm EHS64 Stereo Headset with Remote and Mic - Original OEM - Non-Retail Packaging - White,SAMSUNG,,4.0,1083.0,"['sound quality', 'stopped working', 'came with my phone', 'ones that came', 'last long', 'waste of money', 'earbud', 'like the ones', 'poor sound', 'volume control', 'avfwe ehs', 'ehs64avfwe', 'ear pieces', 'stereo headset']"
1145,"Skullcandy Ink'd Bluetooth Wireless Earbuds with Microphone, Noise Isolating Supreme Sound, 8-Hour Rechargeable Battery, Lightweight with Flexible Collar, Blue/Sunset",Skullcandy,37.96,4.1,277.0,"['sound quality', 'skullcandy', 'battery life', 'headphones', 'phone calls', 'earbuds', 'every day', 'stopped working', 'great sound', 'great battery', 'headphones', 'earbuds', 'neck', 'charging', 'bluetooth', 'pairs']"
1146,JVC hakx30 Stereo Hands-Free Kit for iPhone,JVC,50.5,,0.0,['No Review']
1147,Panasonic Stereo Earphones Suites Jewel Light Pink RP-HJF3-PA (Japan Import),Panasonic,,4.1,14.0,['No Review']
1148,Set OEM EarGels EarHooks for Jabra Classic & Jabra Mini Bluetooth Headset Ear Hooks Ear Loops Earhooks Earloops Earclips Ear Buds Ear Gels Stabilizers Eargels Earbuds Eartips Earstabilizers Replacement,Jabra,13.99,4.4,108.0,"['bluetooth', 'hook', 'device', 'earpiece', 'replacements']"
1149,"Skullcandy Jib Earbuds, White, Model S2DUDZ-072",Skullcandy,,4.3,1974.0,"['earbuds', 'stopped working', 'skullcandy', 'sound quality', 'great price', 'little bit', 'within two months', 'lasted 2 months', 'price range', 'great sound', 'sound great', 'great earbuds', 'noise cancellation']"
1150,Audio-Technica Balanced Armature type Inner Ear Monitor Headphones Red ATH-CKB70 RD,Audio-Technica,,4.6,5.0,['No Review']
1151,"Philips FreshTones MyJam in Ear Wireless Bluetooth Headset, White (SHB5250WT/27)",PHILIPS,35.95,4.0,216.0,"['battery life', 'sound quality', 'waste of money', 'earbuds', 'last long', 'stopped connecting', 'stopped working', 'turn my head', 'left ear', 'wireless headphones', 'second pair', 'phone in my pocket', 'fit in my ear']"
1152,"JBuds Band Wireless Earbud Neckband Headset - Black - IP66 Sweatproof - Bluetooth 5 Connection - Built-in Microphone for Phone Calls - 3 EQ Sound Settings: JLab Signature, Balanced, Bass Boost",JLAB,,3.9,96.0,"['battery life', 'sound quality', 'around neck', 'bluetooth earbuds', 'pretty good', 'long time', 'something else', 'earbuds', 'second pair', 'long battery', 'headphones', 'bass', 'jbuds', 'earphones', 'headset']"
1153,JBL Live 200 In-Ear Neckband Wireless Headphone - Black (Renewed),Amazon Renewed,49.95,,0.0,['No Review']
1154,Skullcandy Ink'd 2.0 Micd Brown/Camo/Black In-ear Headphones (S2IKJY-532),Skullcandy,,4.0,12.0,['No Review']
1155,JVC Bluetooth Wireless Earphone (Black & RED) HA-XC30BT-Z【Japan Domestic Genuine Products】【Ships from Japan】,JVC,,,0.0,['No Review']
1156,Samsung EO-HS130 in-Ear Binaural Wired White Mobile Headset,SAMSUNG,,4.0,0.0,['No Review']
1157,"Monster iSport Achieve Wireless in-Ear Sweat-Proof Bluetooth Sport Headphones, Blue (137090-00)",Monster,24.25,3.6,60.0,['No Review']
1158,JVC HA-EB75S Sports Ear Clip Headphones Silver,JVC,14.75,3.9,1499.0,['No Review']
1159,Samsung Fit-in Earphones for Galaxy S6 - Blue,SAMSUNG,12.95,4.2,301.0,['No Review']
1160,"Sony Audio/Video MDR-EX15AP/W EX Earbud Headset White, Model: MDREX15AP",Sony,13.99,3.9,198.0,['No Review']
1161,Panasonic Noise canceling Headphones White RP-HC30-W (Japan Import),Panasonic,66.77,3.1,52.0,['No Review']
1162,Sony Earphones - Blue,Sony,11.99,4.3,897.0,['No Review']
1163,Monster iSport Achieve Headphones with Mic - in-Ear with Mic - Black,Monster,9.99,4.1,108.0,['No Review']
1164,Jabra Steel Ruggedized Bluetooth Headset - Black (Renewed),Amazon Renewed,41.4,3.8,173.0,"['sound quality', 'volume control', 'great headset', 'earpiece', 'good quality', 'ears', 'hear', 'voice', 'earpiece', 'feature', 'noise', 'refurbished', 'rugged', 'steel', 'uncomfortable', 'button', 'calls', 'device']"
1165,"JBL TUNE 205BT - Wireless Earbud Headphones, In ear Bluetooth Headphones with Microphone, up to 6-Hour Battery, works with Android and Apple iOS (Champagne Gold)",JBL,29.95,4.3,10.0,['No Review']
1166,Bang & Olufsen Beoplay E8 2.0 Truly Wireless Bluetooth Earbuds and Charging Case - Black with Wireless Charging Pad,Bang & Olufsen,344.95,,0.0,['No Review']
1167,Samsung USB Type-C Earphones EO-IC100BBEGWW Black (White),SAMSUNG,29.99,4.1,9.0,['No Review']
1168,"Philips Pro Wired Earbuds, Headphones with Mic, Powerful Bass, Lightweight, Hi-Res Audio, Comfort Fit",PHILIPS,19.99,4.2,392.0,"['sound quality', 'earbuds', 'stopped working', 'great sound', 'pair of earbuds', 'noise cancellation', 'high quality', 'phone calls', 'pair of phillips', 'listen to music', 'pretty good', 'build quality', 'left side']"
1169,"JVC HA-FD01 IEM Class-S Solidege Stainless Steel Body, Titanium Drivers, J-Mount Nozzle System with Customizable Sound Stage, and MMCX Detachable Cables",JVC,299.99,4.1,70.0,['No Review']
1170,2 Good Quality Ear Gels for Jabra BT500V BT500 BT250V BT250 BT200 BT-500V BT-500 BT-250V BT-250 BT-200 Bluetooth Headset Ear Buds Gels Stabilizers Eargels Earbuds Eartips Earstabilizers Replacement,Jabra,7.77,4.7,4.0,['No Review']
1171,"Jabra PLAY Wireless Bluetooth Stereo Headset, White (Discontinued by Manufacturer)",Jabra,19.95,3.0,219.0,"['battery life', 'sound quality', 'around your neck', 'earbuds', 'bluetooth headset', 'bluetooth receiver', 'bluetooth device', 'listening to music', 'micro usb', 'rubber cover', 'works great', 'play pause', 'stereo headset']"
1172,"JBL LIVE 220BT - Wireless In-Ear Neckband Bluetooth Headphones with Microphone, Amazon Alexa Voice Control, Bluetooth Earbuds, up to 10 Hour Battery, works with Android and Apple iOS (Black)",JBL,69.95,3.7,148.0,"['battery life', 'listening to music', 'headphones', 'calls', 'ear', 'hear']"
1173,Sony MDREX85LP/BLK Soft Earbud with Soft Clip and Case (Discontinued by Manufacturer) (Renewed),Amazon Renewed,29.95,5.0,2.0,['No Review']
1174,Samsung Active User Bundle - Bluetooth + in-Ear Wired - White,SAMSUNG,,,32.0,['No Review']
1175,Bang & Olufsen Beoplay H4 Wireless Headphones - Black,Bang & Olufsen,175.8,4.2,1092.0,"['sound quality', 'bang and olufsen', 'battery life', 'ear cups', 'noise cancelling', 'build quality', 'pair of headphones', 'great sound', 'center button', 'noise cancellation', 'price point', 'active noise', 'micro usb']"
1176,Audio-Technica ATH-ANC40BT QuietPoint Active Noise-Cancelling Bluetooth Wireless In-Ear Headphones with In-Line Mic & Control,Audio-Technica,59.99,3.3,154.0,"['noise cancellation', 'noise cancelling', 'battery life', 'sound quality', 'audio technica', 'audio quality', 'earbuds', 'around the neck', 'sound great', 'active noise', 'pretty good', 'good sound', 'stay in my ears', 'ear pieces']"
1177,Skullcandy Indy Evo True Wireless In-Ear Earbud - True Black,Skullcandy,78.99,3.9,936.0,"['sound quality', 'battery life', 'skullcandy', 'ambient mode', 'indy evo', 'touch controls', 'charging case', 'wireless earbuds', 'noise cancellation', 'waste your money', 'small ears', 'phone calls', 'earbud', 'movie mode']"
1178,JVC HA-F140-W Gumy Earbuds (Coconut White) (Discontinued by Manufacturer),JVC,,4.0,18.0,"['great price', 'earbuds', 'earphones', 'bass', 'cord', 'headphones', 'ipod', 'replacement', 'buds', 'ear', 'player', 'solid']"
1179,JVC Earclip Earbud Sport Earbud Earclip Black (HAEC10B) (HA-EC10B),JVC,13.18,4.2,755.0,"['sound quality', 'good sound', 'stopped working', 'stay in place', 'keep falling', 'get what you pay', 'volume control', 'another pair', 'cord length', 'work well', 'ear clip', 'quit working', 'stay put']"
1180,Plantronics Moisture-Resistant Earphones - Wireless - Bluetooth with Charging Case Cobalt Black (204352-01),Plantronics,41.99,3.8,75.0,"['sound quality', 'ear buds', 'battery life', 'outside noise', 'stay in my ear', 'tips', 'bass', 'headphones', 'bluetooth', 'earbuds', 'backbeat', 'charging', 'listen', 'devices', 'earbud', 'poor', 'rubber', 'travel']"
1181,"JVC XX True Wireless Earbuds, Bluetooth connectivity, Extreme Deep Bass Ports, Tough Housing Protection & Durable Body, Bass Boost, Voice Assistant Compatible, Up to 3+9 Hours Battery Life - HAXC70BTR",JVC,110.78,3.7,61.0,"['sound quality', 'battery life', 'wireless earbuds', 'true wireless', 'earbuds', 'fully charged', 'charging case', 'carrying case', 'blue lights', 'bluetooth earbuds', 'long time', 'flat to bass', 'small size', 'great sound']"
1182,Monster NTune 50 Wired Earbuds in-Ear Headphones (Black) (Black),Monster,9.88,3.8,3.0,['No Review']
1183,Skullcandy SCS2FXFM-003 Earbuds Headphones Black,Skullcandy,34.99,3.6,144.0,"['earbuds', 'sound quality', 'skullcandy', 'second pair', 'play pause', 'sound great', 'good sound', 'stay in place', 'great sound', 'controls did not work', 'quality is good', 'amazing sound', 'bought a pair']"
1184,"Audio-Technica ATH-CLR100iSBK SonicFuel In-Ear Headphones with In-Line Microphone & Control, Black",Audio-Technica,14.95,3.5,672.0,"['sound quality', 'audio technica', 'stopped working', 'build quality', 'great sound', 'get what you pay', 'earbuds', 'low quality', 'poor quality', 'price point', 'working after 10 month', 'right earbud', 'cheap headphones']"
1185,"JVC Gumy Earbuds, Powerful Sound, Comfortable and Secure Fit, Silicone Ear Pieces S/M/L (Black)",JVC,7.95,,0.0,['No Review']
1186,Koss 181058 Keb6i In-Ear Headphones (Red),Koss,,,0.0,['No Review']
1187,Skullcandy X2SPCZ-815 Red Spoke In Ear Buds,Skullcandy,,3.0,2.0,['No Review']
1188,Jabra UC Bluetooth Headset - Gray/Black,Jabra,130.0,3.9,7.0,['No Review']
1189,"JVC Gumy in Ear Earbud Headphones, Powerful Sound, Comfortable and Secure Fit, Silicone Ear Pieces S/M/L - HAFX7B (Black)",JVC,7.99,4.4,1971.0,"['sound quality', 'stopped working', 'noise cancellation', 'last long', 'pretty good', 'another pair', 'small ears', 'low price', 'long time', 'waste of money', 'comfortable to wear', 'earbud', 'gumy plus', 'ear pieces']"
1190,2019 Stereo Headphones for Samsung Galaxy S10 S10e S10 Plus - Designed by AKG - with Microphone (White),SAMSUNG,13.95,4.3,461.0,"['waste your money', 'sound quality', 'headphones', 'akg', 'seller', 'earbuds', 'fake', 'oem']"
1191,Beats by Dre Powerbeats High-Performance Wireless Earphones - White - MWNW2LL/A,Amazon Renewed,107.86,4.8,7.0,['No Review']
1192,"JLab Audio NEON Metal in-Ear Earbuds with Universal Mic for iPhone & Android, Guaranteed for Life - Gray/Yellow",JLAB,9.99,4.1,150.0,"['earbuds', 'stopped working', 'sound quality', 'great sound', 'right earbud', 'another pair', 'audio quality', 'left earbud', 'long time', 'second pair', 'buds like', 'earbuds are great', 'headphones', 'lasted', 'ears', 'jack']"
1193,JBL Under Armour Sport Wireless React – by JBL - Bluetooth Earbuds made for Sport with Deep Bass. Wireless IPX7 Waterproof Headphones with Microphone. Works with Android and Apple iOS (White),JBL,,4.3,21.0,"['sound quality', 'great sound', 'shirt clip', 'easy to use', 'quality was not good', 'headphones', 'earbuds', 'feature', 'volume', 'audio', 'charging', 'hear', 'sounds', 'bluetooth', 'ears', 'pieces']"
1194,"JBL Tune 225TWS True Wireless Earbud Headphones - JBL Pure Bass Sound, Bluetooth, 25H Battery, Dual Connect, Native Voice Assistant, Android and iOS Compatible (Black)",JBL,99.95,3.6,8.0,['No Review']
1195,Panasonic RP-HV21-G Stereo Earbud Headphone (Green),Panasonic,10.99,2.4,4.0,['No Review']
1196,"Shure SE425 Wireless Earphones with Bluetooth 5.0, Sound Isolating, Silver",Shure,,4.2,45.0,"['sound quality', 'battery life', 'amazing sound', 'bluetooth', 'ear', 'wired', 'headphones', 'bass', 'connection', 'audio', 'cord', 'noise', 'sounds', 'volume', 'mic', 'devices', 'earphones', 'expensive']"
1197,Jabra Step Wireless Bluetooth Stereo Earbuds 100-97000000-02 (Renewed),Amazon Renewed,,2.5,9.0,['No Review']
1198,"PANASONIC Bluetooth Earbud Headphones with Microphone, Call/Volume Controller and Quick Charge Function - RP-HJE120B-R - in-Ear Headphones (Red)",Panasonic,29.99,3.5,684.0,"['battery life', 'sound quality', 'wired version', 'stopped working', 'good sound', 'easy to use', 'listening to music', 'turn my head', 'wireless bluetooth', 'wired earbuds', 'wired ones', 'behind the neck']"
1199,Sony MDRNC31EMW Sony Mobile Digital Noise Canceling Headset,Sony,39.99,3.2,31.0,"['noise cancelling', 'sound quality', 'works very well', 'use with xperia', 'noise cancellation', 'headphones', 'devices', 'jack', 'ear', 'audio']"
1200,AKG Y100 Wireless Bluetooth Earbuds - Black (US Version),SAMSUNG,47.8,3.8,274.0,"['battery life', 'sound quality', 'ambient aware', 'macbook pro', 'around the neck', 'bluetooth headphones', 'micro usb', 'stopped working', 'phone calls', 'wireless earbuds', 'feel like', 'bluetooth earbuds']"
1201,Audio-Technica Balanced Armature type Inner Ear Monitor Headphones Black ATH-CKB70 BK,Audio-Technica,,4.3,4.0,['No Review']
1202,"JVC HAAE1WB AE Sport Headphones, Wireless, Bluetooth 5.0, 11-Hour Battery, Touch Sensor Cotrols, Touch & Talk, Waterproof IP55 (Black)",JVC,79.95,,0.0,['No Review']
1203,JVC HA-FXZ100 In-Ear Headphone,JVC,333.54,4.0,30.0,['No Review']
1204,Sony MDREX38iP/BLK EX Earbud with iPod Remote Control - Black,Sony,54.99,3.8,742.0,"['sound quality', 'stopped working', 'remote control', 'ipod touch', 'ipod shuffle', 'mdrex blk', 'another pair', 'great sound', 'play pause', 'work well', 'right earbud', 'pause and play', 'outside noise', 'different sizes']"
1205,JBL TUNE 205 - In-Ear Headphone with One-Button Remote/Mic - Black,JBL,,4.3,521.0,"['sound quality', 'good sound', 'ear', 'earbuds', 'headphones', 'noise', 'apple', 'uncomfortable', 'bass', 'daily', 'hear', 'block', 'comfort', 'fall', 'wearing']"
1207,"JVC True Wireless Earbuds for Sports & Fitness, Sweat/Water Proof IPX5, Bluetooth Connectivity, Pivot Motion Fit, 3 Point Support Structure, 3+6 Hours Battery Life - HAET90BTB (Black)",JVC,48.99,3.2,70.0,"['earbuds', 'sound quality', 'battery life', 'wireless headphones', 'different sizes', 'truly wireless', 'change the sound', 'wireless sport', 'sport headphones', 'app allows', 'phone calls', 'stay in my ears']"
1208,Powerbeats³ Wireless Headphones - Apple W1 Chip - Defiant Black-Red with AppleCare+ Bundle,Beats,,4.6,22.0,['No Review']
1209,JVC HA-ETX30 Splashproof Sporty In-Earphone - Black (International Version),JVC,26.88,4.0,126.0,['No Review']
1210,"Son True Wireless Earbuds, Bluetooth in Ear Headphones: Noise Cancelling Sports Workout Ear Buds - Cordless, Sweatproof Sport Earphones, Built-in Microphone, Extra BASS WF-SP700N/B (Black)",Sony,89.99,3.0,2.0,['No Review']
1211,Sony XBA-300AP In-ear Balanced Armature Headphones,Sony,189.0,4.3,13.0,['No Review']
1212,"Plantronics Explorer 110, Black Earset",Plantronics,,4.5,38.0,['No Review']
1213,Beats EP Wired Headphones - White with AppleCare+ Bundle,Beats,120.0,,0.0,['No Review']
1214,"JBL Lifestyle Tune 110BT Wireless in-Ear Headphones, Black",JBL,,3.9,1130.0,"['sound quality', 'battery life', 'second pair', 'much better', 'pretty good', 'even though', 'good sound', 'earbuds', 'audio quality', 'bit long', 'buds to fit', 'seems like', 'great sound', 'bass heavy', 'expected better']"
1215,"UKDapper JVC HAF160 Blue Gumy Bass Boost Stereo Headphones for iPod, iPhone, MP3 and Smartphone",JVC,,4.6,44.0,['No Review']
1216,"JVC HAFX7 Gumy Earbuds, Remote and Mic, Powerful Sound, Silicone Ear Pieces S/M/L (Pink)",JVC,7.95,,0.0,['No Review']
1217,JVC Premium in-Ear Lightweight Digital Noise Cancelling Extra Bass Stereo Headphones,JVC,,1.0,0.0,['No Review']
1218,Skull Candy S3FXDM209 Headphone Earbud,Skullcandy,49.99,3.5,155.0,"['sound quality', 'skull candy', 'ear canal', 'great sound', 'another pair', 'controls work', 'much better', 'pretty good', 'work great', 'quality is good', 'buy another', 'mic work', 'ear pieces', 'apple earbuds', 'microphone works']"
1219,JLab Audio Epic Air True Wireless Bluetooth 4.1 Sport Earbuds | with Mic & Charging Case | Noise Isolation | 36 Hours Playtime | IP55 Sweat Resistant | Black,JLAB,,3.1,169.0,"['true wireless', 'battery life', 'epic air', 'sound quality', 'charging case', 'wireless earbuds', 'connectivity issues', 'earbud', 'touch controls', 'audio epic', 'every time', 'stopped charging', 'listening to music']"
1220,KOSS 175481 / Koss KE5k Earphone,Koss,14.6,,0.0,['No Review']
1221,"Samsung Galaxy Buds+Plus, True Wireless Earbuds w/Improved Battery and Call Quality, Black – US Version with 10,000 mAh Super Fast 25W Portable Wireless Charger USB-C, Silver (US Version+Warranty)",SAMSUNG,,,0.0,['No Review']
1222,Jabra Sport Pace Wireless Bluetooth Earbuds - U.S. Retail Packaging (Renewed),Amazon Renewed,43.99,3.6,10.0,['No Review']
1223,Audio Technica ATH-CKS55 BLACK & RED | SOLID BASS SYSTEM Inner Ear Headphones (Japan Import),Audio-Technica,,3.6,19.0,['No Review']
1224,JLab Audio Metal Wired Rugged Earbuds | Titanium 8mm Drivers | Universal Mic for iPhone & Android | Noise Isolation | Cable Clip | IP55 Sweat Proof Rating Extra Gel Tips & Cush Fins | Black,JLAB,,4.0,40.0,"['stopped working', 'earbuds', 'headphones', 'ear', 'lasted', 'broke']"
1225,Pioneer Neck Band Type Bluetooth Earphone SE-C7BT-G (Champaign Gold)【Japan Domestic Genuine Products】 【Ships from Japan】,Pioneer,81.3,4.0,23.0,['No Review']
1226,"Monster Clarity 550 LT Wireless Earbuds, True Wireless Earbuds with 4 Noise Cancellation Mics Support Clear Phone Call，Type-C and Wireless Quick Charge, 24H Playtime, IPX5 Water Resistant",Monster,79.99,4.3,8.0,['No Review']
1227,Jabra Evolve 75e MS Bluetooth Wireless in-Ear Earphones,Jabra,12.99,3.7,213.0,"['noise cancelling', 'battery life', 'noise cancellation', 'sound quality', 'listening to music', 'active noise', 'usb dongle', 'earbuds', 'much better', 'skype for business', 'firmware update', 'earphone started', 'wireless earphones']"
1228,Jabra VOX Corded Stereo Headphones,Jabra,,3.3,59.0,"['sound quality', 'volume control', 'smart phone', 'wired headsets', 'left right', 'nice feature', 'well constructed', 'highly recommend', 'corded stereo', 'stereo wired', 'feel like', 'high end', 'pause play']"
1229,JVC Premium Splashproof Bluetooth Wireless Extra Bass Sports in-Ear Noise-Canceling Headphones (Black),JVC,,2.8,4.0,['No Review']
1230,JBL LIVE 200 - In-Ear Neckband Wireless Headphone - Blue,JBL,69.95,4.0,51.0,['No Review']
1231,Sony Deep Bass Earphones with Smartphone Control and Mic - Metallic White,Sony,37.98,4.1,458.0,['No Review']
1232,"JVC HA-NC70 Noise Cancelling Ear Clip Stereo L Shaped 3.5 mm Headphones with Mini Connector, 24 Karat Gold Plated (Discontinued by Manufacturer)",JVC,,2.0,5.0,['No Review']
1233,Koss KEB20 Portable Isolation Earbud (Blue),Koss,,3.3,4.0,['No Review']
1234,Panasonic Stereo Earphones Suites Jewel Black RP-HJF3-K (Japan Import),Panasonic,,3.2,22.0,['No Review']
1235,[Domestic regular article] KOSS Earbuds CC_01 (japan import),Koss,,3.0,0.0,['No Review']
1236,"JBL Endurance Dive, Wireless MP3 in-Ear Sport Headphone with One-Button Mic/Remote - Black (Renewed)",Amazon Renewed,44.99,4.0,2.0,['No Review']
1237,Sony Deep Bass Earphones - Metallic Black,Sony,26.05,4.3,1870.0,['No Review']
1238,JBL Duet Mini 2 Bluetooth Wireless in Ear Headphones Blue (Renewed),Amazon Renewed,,,0.0,['No Review']
1239,Shure SE846-BLU+BT1 Wireless Sound Isolating Earphones with Bluetooth Enabled Communication Cable,Shure,821.0,4.5,72.0,"['high end', 'foam tips', 'years ago', 'quality sound', 'sound quality', 'every day', 'day every day', 'sounds good', 'sound better', 'best sound', 'sound great', 'iem', 'ear', 'audio', 'headphones', 'seal', 'earbuds']"
1240,Sennheiser HD1 In-Ear Headphones (iOS version) - Black Red (Discontinued by Manufacturer),Sennheiser Consumer Audio,99.95,4.2,121.0,"['sound quality', 'earbuds', 'build quality', 'stopped working', 'quality is very good', 'another pair', 'better sound', 'great sound', 'headphones', 'earbuds', 'bass', 'sennheiser', 'cable', 'cord']"
1241,Powerbeats Wired in-Ear Headphone - Black (Renewed),Amazon Renewed,54.99,4.2,99.0,['No Review']
1242,Samsung Level Active Wireless Bluetooth Fitness Earbuds - Blue Black - EO-BG930CLEGUS,SAMSUNG,33.99,3.8,287.0,"['sound quality', 'battery life', 'easy to use', 'quit working', 'earbud', 'stay in my ears', 'ear hooks', 'listening to music', 'never buy', 'wireless earbuds', 'sound great', 'good fit', 'great headphones']"
1243,KOSS 168990 The Plug Earbuds,Koss,24.94,4.7,2.0,['No Review']
1244,"JBL LIVE 300TWS - True Wireless In-Ear Bluetooth Headphones with Microphone, Smart Ambient, Amazon Alexa Voice Control, up to 20 hour Battery, works with Android and Apple iOS (Blue)",JBL,119.95,4.4,299.0,"['sound quality', 'battery life', 'highs and mids', 'talk thru', 'best sounding', 'galaxy buds', 'touch controls', 'wireless earbuds', 'earbud', 'sound great', 'clear highs', 'sound good', 'sound amazing', 'way better', 'best earbuds']"
1245,Sennheiser IE60 Headphone,Sennheiser Consumer Audio,129.95,3.8,376.0,"['sound quality', 'earbuds', 'ear canal', 'price range', 'little bit', 'noise isolation', 'noise cancellation', 'foam tips', 'high end', 'fit my ears', 'seemed like', 'well worth', 'worth the price', 'sound isolation']"
1246,Sony ME-84H Mono Earphones Code 1M 3.5mm Plug ME84H /Genuine,Sony,8.89,4.1,44.0,['No Review']
1247,JVC America Genuine Gumy Headphone White,JVC,14.99,,0.0,['No Review']
1248,Philips SHE3590GY/10 in-Ear Headphones - Grey,PHILIPS,,3.3,27.0,['No Review']
1249,T280A (Black),JBL,28.99,4.0,2.0,['No Review']
1250,Sony WI-SP600N Premium Waterproof Bluetooth Wireless Extra Bass Sports in-Ear 6 Hr of Playback Headphones/Microphone (International Version) (Yellow),Sony,49.99,3.7,13.0,['No Review']
1251,Skullcandy Ink'd (Discontinued by Manufacturer) - Pink/Black,Skullcandy,,4.2,204.0,"['sound quality', 'skullcandy', 'earbud', 'low price', 'work great', 'long time', 'like the color', 'size ear', 'great earbuds', 'good quality', 'new pair', 'great for the price', 'love these headphones', 'great sound']"
1252,Skullcandy Merge 3.5mm Stereo Headset for Phones - Retail Packaging - Black/Chrome,Skullcandy,,3.6,85.0,"['skullcandy', 'volume control', 'low end', 'sound quality', 'earbuds', 'sounded great', 'headphones', 'bass', 'ears', 'earbuds', 'iphone', 'mic', 'calls', 'cord', 'poor', 'sounds', 'uncomfortable']"
1253,JBL Live 200BT Wireless in-Ear Neckband Headphones (Black),JBL,,3.8,49.0,"['sound quality', 'around neck', 'stay in place', 'quality is not good', 'ear', 'buds', 'due']"
1254,"Bang & Olufsen Beoplay E8 Sport True Wireless In-Ear Bluetooth Earphones with Customizable Comfort Fit, Microphones and Touch Control, Wireless Charging Case, 28H Playtime, IP57 Dustproof & Waterproof",Bang & Olufsen,320.91,4.0,37.0,"['bang and olufsen', 'sound quality', 'battery life', 'charging case', 'quality and sound', 'sound from these earphones', 'ear', 'headphones', 'headset', 'bass', 'wings', 'app', 'connect', 'foam', 'playtime']"
1255,Panasonic RP-HT21 Lightweight Headphones with XBS (50 Pack),Panasonic,349.99,5.0,3.0,['No Review']
1257,Skullcandy Ink'd Mic'd 2.0 Black/Red One Size,Skullcandy,20.99,4.2,10499.0,"['sound quality', 'skullcandy', 'stopped working', 'earbud', 'headphones', 'another pair', 'last long', 'listening to music', 'second pair', 'good quality', 'good sound', 'work well', 'highly recommend', 'long time', 'great price']"
